user,CSS3,HTML,Googlemap,Memcached,name,Git,Cpp,jQueryUI,NumPy,Julia,SQL,Scala,HTMLDOM,Rust,Linux,JavaScript,Maven,Bootstrap3,MySQL,MongoDB,Python2x,MVC,FontAwesome,XPath,JSON,Eclipse,PostgreSQL,jQuery,Designpatterns,Nodejs,Chartjs,JSP,Java,Docker,W3C,XLink,Foundation,Echarts,XQuery,Highcharts,Kotlin,Pandas,C,Razor,ASPNET,Scipy,XSLT,WebHosting,SQLite,AppML,Matplotlib,AngularJS,servlet,HTML5,ionic,DTD,PHP,Bootstrap4,SVG,XPointer,BrowserInformation,XSLFO,WebsiteBuilding,jQueryMobile,Vue3,TCPIP,Redis,SOAP,Swift,algorithms,WebService,Perl,ASP,RDF,Svn,VBScript,XML,Vuejs,AJAX,WebPages,Django,TypeScript,c_s,XMLDOM,Bootstrap5,Python,WebsiteQuality,Go,WSDL,CSS,XMLSchema,RSS,HTTP,R,WebForms,Markdown,Lua,AngularJS2,React,Ruby,regular,id
user8192,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,0,0,2,2,2,0,0,2,2,2,2,0,2,0,2,0,2,2,2,2,0,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,8193
user8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8194
user8194,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,0,4,4,4,0,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8195
user8195,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0,0,2,2,2,0,2,2,0,2,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,2,2,2,2,0,0,0,2,2,8196
user8196,4,4,4,4,0,4,4,4,4,4,0,4,0,0,4,4,4,0,4,4,4,4,0,4,0,4,4,0,0,4,4,4,0,0,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,0,4,0,4,0,4,4,4,4,4,4,0,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,8197
user8197,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,8198
user8198,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,0,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,8199
user8199,4,4,0,4,0,4,0,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,4,4,0,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,0,0,4,4,0,4,4,4,4,4,4,0,4,4,4,0,4,4,0,4,4,0,4,0,4,8200
user8200,0,0,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,0,5,5,0,5,5,0,0,5,0,5,5,5,5,0,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,0,0,5,0,0,5,5,5,5,0,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,8201
user8201,8,8,0,8,8,8,8,0,8,0,8,8,8,8,0,8,8,8,0,8,8,8,8,0,8,0,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,0,8,8,8,8,8,0,8,8,0,8,8,8,8,0,8,8,8,8,8202
user8202,9,9,0,0,0,0,9,0,9,9,9,0,9,0,9,9,9,0,9,9,9,9,9,0,0,0,9,9,0,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,0,9,0,9,9,0,9,9,9,9,0,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,8203
user8203,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8204
user8204,8,0,8,8,8,8,8,8,8,8,0,8,8,0,0,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,0,8,8,0,8,8,0,0,8,0,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8205
user8205,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,10,10,10,0,10,10,10,10,10,10,10,0,0,0,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,0,0,0,10,0,0,10,10,10,10,10,10,10,8206
user8206,10,10,10,10,0,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,10,0,10,10,10,10,10,10,0,10,0,10,0,0,0,10,0,0,10,10,10,10,10,10,10,10,10,0,10,10,0,10,10,10,10,0,10,10,0,0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,10,0,10,10,10,10,10,8207
user8207,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,0,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,10,0,10,0,10,10,0,0,0,10,10,10,0,0,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,8208
user8208,5,0,5,5,5,5,5,0,5,5,0,0,0,5,5,5,0,5,5,0,5,0,5,5,0,5,5,5,5,5,5,5,0,0,5,5,5,5,0,5,5,5,5,0,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,0,5,5,0,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,8209
user8209,10,10,0,10,10,0,10,0,10,10,0,10,0,10,0,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,0,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,0,10,10,0,10,10,10,10,10,10,10,0,10,10,10,10,0,0,10,0,10,10,10,10,10,8210
user8210,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,8211
user8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8212
user8212,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,0,0,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,0,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,8213
user8213,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,8214
user8214,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,0,8,0,0,8,8,8,8,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8215
user8215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8216
user8216,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,8217
user8217,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8218
user8218,6,6,6,6,0,6,6,0,0,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,0,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,8219
user8219,8,8,8,8,8,8,8,8,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,8,0,0,8,8,0,8,8,8,8,8,8,0,8,8,8,8,8,0,8,8,8,0,0,8,0,0,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,0,0,8,8,0,0,8,0,8,8,8,0,0,8,8,0,8,8,8,8220
user8220,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,0,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,0,2,0,2,2,2,8221
user8221,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,8222
user8222,6,6,0,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,0,6,6,6,6,6,6,6,0,6,6,6,0,6,0,6,6,6,6,6,6,0,6,6,0,0,6,6,6,6,0,6,0,6,6,6,6,6,0,6,6,8223
user8223,0,2,2,0,0,2,0,2,0,0,2,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,0,0,0,2,2,2,2,2,2,2,8224
user8224,0,7,7,7,7,7,7,0,7,7,0,7,7,7,7,7,0,7,7,7,0,7,7,7,7,7,0,0,7,7,0,0,7,7,7,7,7,0,7,7,7,7,7,0,7,0,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,8225
user8225,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,0,0,0,2,0,2,2,2,0,0,0,2,2,0,2,2,2,2,2,2,2,0,0,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,8226
user8226,3,3,0,0,0,3,3,3,3,0,3,3,0,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,8227
user8227,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4,0,4,4,4,0,0,0,4,0,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,0,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,8228
user8228,3,3,3,3,3,0,3,3,0,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,0,3,3,3,0,3,3,3,3,3,3,3,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,8229
user8229,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,10,10,0,10,10,10,10,0,0,0,0,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,0,10,10,0,10,10,10,10,0,10,0,10,10,8230
user8230,9,0,9,9,9,9,0,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,0,9,0,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,9,0,9,0,9,9,9,0,9,9,8231
user8231,0,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,0,3,0,0,3,3,3,3,3,3,3,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,0,8232
user8232,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,8233
user8233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8234
user8234,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,8235
user8235,0,6,0,6,6,6,6,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,0,0,6,0,6,6,6,6,6,6,0,6,0,6,6,6,0,6,6,0,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6,0,6,0,0,6,0,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,8236
user8236,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,0,4,4,4,4,4,0,4,0,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,4,4,4,4,0,0,4,4,0,4,4,4,4,0,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,0,4,0,0,4,0,0,4,0,4,4,4,4,4,4,8237
user8237,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,0,0,5,5,5,0,5,5,5,5,5,5,5,0,5,5,5,0,5,5,5,0,5,5,0,5,5,5,5,5,5,5,5,0,0,5,5,5,0,5,5,5,0,0,0,0,5,5,5,5,0,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,8238
user8238,5,0,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,0,5,5,0,5,5,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,0,5,5,5,0,5,5,0,5,5,0,0,5,5,5,5,0,0,5,5,0,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,8239
user8239,7,7,7,7,0,7,0,7,7,0,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,0,7,0,7,7,7,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,0,0,7,7,7,0,7,7,7,7,0,7,7,0,7,7,7,7,7,7,7,0,7,7,7,7,0,7,7,7,8240
user8240,3,0,0,3,3,3,3,3,0,0,3,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,0,3,3,3,8241
user8241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8242
user8242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8243
user8243,2,2,2,2,0,2,0,0,0,2,2,2,0,0,2,2,2,0,2,2,0,2,2,0,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,8244
user8244,3,3,0,3,3,3,3,3,3,3,0,3,3,3,0,3,0,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,0,3,0,0,3,3,3,3,0,0,0,0,0,3,0,0,3,0,3,0,3,0,3,0,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,8245
user8245,0,2,2,2,2,2,2,2,2,2,0,0,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,8246
user8246,6,6,6,6,6,0,0,6,6,0,6,6,6,0,6,6,0,6,6,0,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6,6,0,6,6,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,0,6,6,0,6,6,0,0,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,0,6,6,6,6,6,0,6,8247
user8247,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,8248
user8248,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,3,0,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,0,0,3,3,8249
user8249,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,0,5,0,5,5,0,5,5,5,0,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,0,5,5,5,0,8250
user8250,0,3,3,0,3,3,3,3,3,0,3,0,0,3,3,0,3,0,3,0,3,0,3,0,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,0,3,3,3,0,3,0,3,0,3,3,3,3,0,3,3,0,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,0,0,3,0,3,3,3,0,3,0,3,3,0,3,3,3,3,8251
user8251,0,0,5,5,5,5,0,5,5,0,5,5,5,0,5,5,5,0,5,5,0,5,0,5,0,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,5,0,0,5,0,5,5,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,0,0,5,5,5,5,5,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8252
user8252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8253
user8253,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,0,2,0,2,8254
user8254,7,0,7,7,0,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7,0,7,7,7,0,7,7,0,7,7,0,7,7,0,7,7,7,0,7,0,7,7,7,7,7,8255
user8255,0,2,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,0,0,2,2,2,0,2,0,0,2,2,2,0,2,2,2,0,2,2,2,2,0,2,0,2,2,2,2,0,2,2,2,0,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,2,2,0,2,0,0,0,8256
