user,JAVA,Python,C++,C#,PHP,JavaScript,Ruby,R,MATLAB,SQL,第八个嫌疑人,抖音,支付宝,微信,苹果手机,小米手机
user8525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8526,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,7
user8527,0,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10
user8528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8529,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4
user8530,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9
user8531,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2
user8532,6,6,6,6,6,6,6,6,6,6,6,0,6,0,6,6
user8533,5,5,5,5,5,5,0,5,5,5,0,5,5,5,5,5
user8534,10,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0
user8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8536,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,3
user8537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8539,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,0
user8540,5,5,5,5,5,0,5,5,5,5,5,0,5,5,5,0
user8541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8544,0,6,6,6,0,6,6,0,6,6,6,0,6,6,6,6
user8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8546,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,0
user8547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8548,4,0,4,4,0,4,4,4,4,4,4,4,0,4,4,0
user8549,4,4,4,4,0,4,0,4,0,4,4,4,4,4,0,4
user8550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8551,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4
user8552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8554,0,9,9,0,9,9,0,0,9,9,9,0,0,9,9,9
user8555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8556,6,6,6,6,6,6,6,6,0,6,6,0,6,6,6,6
user8557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8561,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
user8562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8564,9,9,0,9,9,9,9,0,9,9,9,9,9,9,0,9
user8565,8,8,8,8,8,8,8,0,8,8,8,8,8,0,8,0
user8566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8567,2,0,2,2,2,2,0,2,2,2,2,2,2,0,2,2
user8568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8569,7,7,7,7,7,7,7,0,0,0,7,7,7,7,0,7
user8570,9,9,9,9,9,0,9,9,0,9,9,9,0,9,9,0
user8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8572,6,6,6,0,6,6,6,6,6,6,6,6,6,0,6,6
user8573,6,6,6,6,6,0,6,6,0,6,6,6,6,0,6,6
user8574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8575,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5
user8576,10,10,10,10,10,0,0,10,10,0,0,10,10,10,10,10
user8577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8578,0,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2
user8579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8580,6,6,0,6,6,6,6,0,0,6,6,6,6,6,0,6
user8581,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9
user8582,3,0,3,3,3,0,0,3,3,3,3,3,0,3,0,0
user8583,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
user8584,10,0,10,10,10,0,0,10,10,0,10,0,10,10,10,10
user8585,8,0,8,8,8,8,0,0,8,8,8,8,0,0,8,8
user8586,0,10,0,10,10,10,10,10,10,0,0,10,10,10,10,10
user8587,4,4,4,4,4,0,4,0,4,0,4,4,4,4,4,0
user8588,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1
user8589,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4
user8590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8592,9,9,9,9,9,9,9,9,9,9,9,0,0,9,0,9
user8593,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4
user8594,3,0,3,3,3,3,3,3,3,3,0,3,3,0,0,3
user8595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8596,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3
user8597,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0
user8598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8599,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3
user8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8601,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4
user8602,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
user8603,6,0,0,6,6,6,6,6,6,0,6,6,6,0,6,6
user8604,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2
user8605,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2
user8606,0,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2
user8607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8609,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7
user8610,0,5,5,5,0,5,5,5,5,5,0,5,5,5,5,0
user8611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8614,10,10,10,10,10,0,10,0,10,10,10,10,10,10,10,10
user8615,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2
user8616,3,3,0,0,3,3,3,3,3,3,3,3,0,3,3,3
user8617,4,4,4,0,4,4,0,4,4,4,0,0,4,0,0,4
user8618,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7
user8619,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0
user8620,0,9,9,9,0,9,9,9,0,0,0,9,0,9,0,9
user8621,4,0,4,0,4,4,4,4,4,4,0,4,4,4,4,4
user8622,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0
user8623,10,10,10,10,0,10,10,0,10,10,0,10,10,0,10,10
user8624,4,0,4,4,4,4,4,4,4,4,4,4,0,4,4,0
user8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8627,0,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2
user8628,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
user8629,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1
user8630,4,0,4,0,4,4,4,4,4,4,4,4,4,4,0,4
user8631,8,8,8,8,8,8,8,8,8,0,8,0,8,8,0,0
user8632,6,6,0,6,0,6,0,0,6,6,0,6,6,6,6,0
user8633,7,7,7,7,7,7,7,0,0,7,7,0,7,0,7,7
user8634,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
user8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8636,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3
user8637,9,9,9,0,9,9,0,9,9,9,0,9,9,9,9,9
user8638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8647,0,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4
user8648,4,4,4,0,4,4,4,4,0,4,4,4,4,0,4,4
user8649,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9
user8650,2,2,2,2,2,0,0,0,2,2,2,2,2,0,2,2
user8651,0,8,0,8,8,0,0,8,8,0,8,8,8,8,8,0
user8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8653,0,6,6,6,6,6,6,6,6,0,0,6,0,6,0,6
user8654,8,8,8,8,8,0,8,8,0,0,8,8,8,8,8,8
user8655,7,7,0,7,7,0,7,7,0,7,0,7,7,7,7,7
user8656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8657,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
user8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8659,9,9,0,9,9,9,9,0,9,0,0,9,9,0,9,9
user8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8662,7,7,7,7,7,7,7,0,0,7,0,7,7,7,7,7
user8663,4,4,4,4,0,4,4,0,4,4,4,4,4,4,0,4
user8664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8665,6,6,0,6,0,6,0,6,0,6,6,6,6,6,0,0
user8666,4,4,0,4,4,4,4,4,0,4,0,0,4,4,0,0
user8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8668,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9
user8669,3,3,0,3,3,0,0,3,3,0,3,0,0,3,0,0
user8670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8671,6,6,6,6,0,0,6,6,6,0,6,0,6,0,6,6
user8672,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,9
user8673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8674,8,0,8,8,8,8,8,0,8,8,8,8,8,8,8,0
user8675,3,0,3,3,3,3,3,3,3,3,3,0,3,0,3,3
user8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8678,5,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5
user8679,0,3,3,3,3,0,3,3,3,3,3,0,3,3,3,3
user8680,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
user8681,6,0,6,0,0,6,6,6,6,6,6,6,6,6,6,6
user8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8686,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1
user8687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8688,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
user8689,8,8,8,8,8,8,8,8,0,0,8,0,8,8,8,0
user8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8691,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
user8692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8693,10,10,0,10,10,10,10,0,0,10,10,0,0,10,10,10
user8694,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
user8695,0,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4
user8696,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7
user8697,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
user8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8700,2,0,2,0,2,0,2,0,2,2,2,2,2,0,2,2
user8701,6,0,6,6,6,6,0,6,0,6,6,6,6,6,6,6
user8702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8704,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9
user8705,6,0,6,6,6,6,6,6,6,0,0,6,6,6,6,0
user8706,7,0,7,7,7,7,0,7,7,7,7,7,7,7,0,7
user8707,8,8,8,8,8,8,8,8,8,8,0,8,0,8,8,8
user8708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8711,5,5,0,0,5,5,5,5,5,5,5,5,5,0,5,5
user8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8713,7,0,0,7,7,7,7,7,7,7,7,0,0,0,7,7
user8714,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8
user8715,0,3,3,3,3,3,3,3,0,0,3,0,3,3,3,3
user8716,0,0,0,2,2,2,2,2,0,2,2,2,2,2,2,2
user8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8718,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
user8719,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
user8720,7,7,7,7,7,0,7,7,7,0,7,0,7,0,7,7
user8721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8722,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
user8723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8724,0,5,0,0,5,5,5,5,0,5,5,5,5,5,5,5
user8725,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
user8726,0,7,0,0,7,7,7,7,7,7,7,7,0,7,7,0
user8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8730,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
user8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8733,0,0,9,9,9,9,9,9,0,9,9,0,9,9,9,9
user8734,0,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9
user8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8736,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,0
user8737,0,8,8,8,8,8,8,8,8,0,8,0,8,0,8,8
user8738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8740,2,0,2,0,0,2,2,0,2,2,2,2,2,2,2,0
user8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8743,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10
user8744,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3
user8745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8749,7,7,7,7,7,7,7,7,7,0,7,7,7,7,0,7
user8750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8752,10,10,10,10,0,10,10,10,0,10,0,10,10,10,10,10
user8753,2,0,2,2,0,2,2,2,2,0,2,0,0,2,2,2
user8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8755,7,7,0,0,7,7,7,0,0,7,7,7,0,7,7,0
user8756,7,0,7,7,7,0,7,7,7,7,7,7,7,7,0,7
user8757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8758,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
user8759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8761,7,7,7,7,7,0,7,7,0,7,7,7,7,0,7,0
user8762,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,0
user8763,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
user8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8767,7,7,7,0,7,7,0,7,7,7,0,7,7,7,7,7
user8768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8769,5,0,5,0,0,5,0,5,5,0,5,5,5,5,5,5
user8770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8771,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
user8772,0,4,4,4,0,0,4,0,4,4,4,0,4,0,4,0
user8773,0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7
user8774,5,5,0,0,5,5,5,5,5,5,5,0,5,5,5,0
user8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8777,7,7,7,7,7,7,7,7,7,7,7,7,0,7,7,0
user8778,5,0,0,0,5,5,5,5,5,5,0,5,5,5,5,5
user8779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8780,9,9,9,0,9,9,9,9,0,9,0,9,9,9,0,9
user8781,8,8,8,0,0,0,0,8,8,8,8,0,8,8,8,8
user8782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8783,9,9,0,9,9,9,9,9,9,0,0,9,0,9,9,9
user8784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8785,7,7,7,0,0,7,7,7,7,7,7,7,7,7,0,7
user8786,5,5,5,5,5,0,5,0,5,5,0,5,5,5,5,0
user8787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8788,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
user8789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8791,7,7,7,7,7,7,0,7,0,7,7,7,7,7,0,7
user8792,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
user8793,0,4,4,0,4,0,4,4,4,4,4,0,0,4,4,4
user8794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8796,5,5,5,5,0,5,5,0,5,5,0,5,5,5,5,5
user8797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8801,7,7,7,7,0,0,7,7,7,7,7,7,7,7,7,7
user8802,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
user8803,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
user8804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8808,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9
user8809,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
user8810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8811,0,0,2,2,0,2,0,2,2,0,2,2,2,2,2,2
user8812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8813,7,7,7,0,0,7,7,7,0,0,7,7,7,7,7,0
user8814,0,3,3,0,3,3,0,0,3,0,3,3,3,3,3,3
user8815,8,8,8,0,8,0,8,8,8,0,8,8,8,8,0,0
user8816,4,4,4,4,0,4,4,0,4,4,0,0,0,4,4,0
user8817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8818,0,10,10,10,0,10,10,10,0,10,10,10,10,10,10,10
user8819,9,9,0,9,0,9,0,9,0,9,9,9,0,9,9,9
user8820,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5
user8821,0,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4
user8822,8,8,8,8,8,8,8,0,8,8,8,0,8,8,8,8
user8823,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3
user8824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8827,4,4,0,0,0,4,4,4,4,4,4,0,4,0,4,0
user8828,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4
user8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8831,8,8,8,8,8,0,8,8,8,8,8,8,8,8,8,0
user8832,6,6,0,6,0,6,6,6,6,6,6,6,6,6,0,6
user8833,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,0
user8834,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
user8835,10,10,0,10,10,0,10,10,10,0,10,10,10,10,10,10
user8836,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3
user8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8839,0,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7
user8840,5,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
user8841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8842,6,6,6,6,6,0,6,6,6,6,0,0,6,6,6,6
user8843,0,5,5,5,5,0,5,5,5,5,5,0,0,5,0,0
user8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8845,5,5,5,0,0,5,5,5,0,5,5,5,5,5,5,5
user8846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8847,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
user8848,8,8,8,8,8,0,0,8,8,8,8,8,8,8,0,0
user8849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8850,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,6
user8851,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,0
user8852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8858,0,10,10,10,10,10,10,10,10,10,0,10,10,10,0,0
user8859,9,9,9,9,0,9,0,9,0,9,9,9,9,9,9,0
user8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8861,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
user8862,3,3,3,3,3,3,3,0,0,3,0,3,0,3,0,3
user8863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8864,3,3,3,3,3,3,0,3,0,3,0,0,3,3,3,3
user8865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8866,5,0,5,5,5,5,5,5,5,0,5,0,5,5,5,5
user8867,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0
user8868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8869,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8,8
user8870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8872,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9
user8873,9,9,9,9,9,9,9,0,9,9,9,9,0,9,9,9
user8874,7,7,7,7,0,7,0,7,0,0,7,7,7,7,7,7
user8875,8,0,0,0,8,8,8,8,0,8,8,8,8,8,0,8
user8876,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10
user8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8878,6,6,6,6,6,0,6,6,6,0,6,0,6,6,6,6
user8879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8881,9,9,9,9,0,9,9,9,0,9,9,9,9,9,0,9
user8882,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1
user8883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8890,7,7,7,0,7,7,0,7,7,0,7,0,7,7,7,7
user8891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8892,8,8,8,0,8,8,8,8,8,8,8,8,8,8,8,0
user8893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8895,2,2,0,2,2,2,2,0,2,0,2,0,0,2,0,2
user8896,0,8,8,8,8,0,8,8,8,8,8,0,0,8,0,8
user8897,7,7,7,7,7,0,0,7,7,7,7,7,0,7,7,7
user8898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8899,0,8,0,8,8,0,8,8,0,8,0,8,0,8,0,8
user8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8901,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3
user8902,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
user8903,2,2,2,2,0,2,2,0,2,2,2,2,0,2,2,2
user8904,0,2,2,2,0,2,2,2,2,2,2,0,2,0,0,2
user8905,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2
user8906,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2
user8907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
user8908,0,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8
user8909,0,10,0,10,0,10,10,0,10,10,10,10,10,0,0,10
user8910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
